seat_type,rank,percentile,gender,college_branch,,,
DEFOPENS,75738,53.8866742,M,"Vidya Niketan College of Engineering, Bota Sangamner Computer Engineering",,,"Vidya Niketan College of Engineering, Bota Sangamner Computer Engineering "
EWS,71156,57.0638559,M,"Vidya Niketan College of Engineering, Bota Sangamner Computer Engineering",,,"Vidya Niketan College of Engineering, Bota Sangamner Computer Engineering "
GOPENH,120719,3.5639711,M,"Vidya Niketan College of Engineering, Bota Sangamner Electrical Engineering",,,"Vidya Niketan College of Engineering, Bota Sangamner Electrical Engineering "
EWS,90484,39.8713522,M,"Vidya Niketan College of Engineering, Bota Sangamner Electrical Engineering",,,"Vidya Niketan College of Engineering, Bota Sangamner Electrical Engineering "
GOPENH,101201,29.3331437,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GNT2H,111809,16.7412669,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GNT3H,113270,14.7866072,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GOBCH,115734,11.3082039,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
LOPENH,93448,38.17388,F,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
LOBCH,100491,30.014662,F,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GOPENO,120074,4.6459757,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GOPENO,108679,20.8205322,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GOBCO,109329,20.1763116,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
LOPENO,94786,35.978039,F,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
EWS,100876,29.3528763,M,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg",,,"Vidya Niketan College of Engineering, Bota Sangamner Electronics and Telecommunication Engg "
GOPENH,116527,10.4564832,M,"Vidya Niketan College of Engineering, Bota Sangamner Mechanical Engineering",,,"Vidya Niketan College of Engineering, Bota Sangamner Mechanical Engineering "
EWS,97827,32.5908894,M,"Vidya Niketan College of Engineering, Bota Sangamner Mechanical Engineering",,,"Vidya Niketan College of Engineering, Bota Sangamner Mechanical Engineering "
GOPENH,70052,57.7165019,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GSCH,73083,55.257059,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GVJH,116549,10.4564832,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GNT2H,71509,56.8099848,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GNT3H,77675,51.6740911,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GOBCH,74794,54.1664697,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
LOPENH,43856,75.6487214,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
LSCH,112981,14.9912318,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
LOBCH,71272,57.0638559,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GOPENO,49626,72.4718017,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GSCO,97639,33.083064,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GOBCO,76155,53.7302794,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
LOPENO,78169,51.2600953,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Computer Engineering "
GOPENH,108908,20.3613489,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electrical Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electrical Engineering "
LOPENH,113879,14.2210761,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electrical Engineering",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electrical Engineering "
GOPENH,110346,18.840167,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
GNT2H,112913,15.1013848,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
GOBCH,116585,10.4564832,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
LOPENH,95750,35.6598862,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
GOBCH,118263,7.4616793,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
GOPENO,102046,28.6995083,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
GOBCO,116086,10.7718485,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
LOPENO,94503,36.1594098,F,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
EWS,118252,7.4616793,M,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg",,,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar Electronics and Telecommunication Engg "
LOPENH,89591,41.9139826,F,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Civil Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Civil Engineering "
MI,118979,6.7586339,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Civil Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Civil Engineering "
GOPENH,80157,49.556541,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
LOPENH,85784,44.9304271,F,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
GOPENO,91951,39.3128682,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
LOPENO,113113,14.9912318,F,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
LOPENO,90450,39.8713522,F,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
MI,118458,7.104006,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
TFWS,60614,64.886326,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Computer Engineering "
GOPENH,92756,38.6417086,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electrical Engineering",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electrical Engineering "
GOPENH,120992,3.2788438,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg "
LOPENH,112433,16.0971905,F,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg "
GOPENO,113584,14.6195704,M,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg "
LOPENO,120763,3.5025356,F,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg",,,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon Electronics and Telecommunication Engg "
GOPENH,101415,29.2342823,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GSCH,112292,16.0971905,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GNT3H,117311,9.244495,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GOBCH,119697,5.3930618,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
LOPENH,113875,14.2210761,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
LSCH,116173,10.6465496,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
LOBCH,114190,13.5440394,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GOPENO,104019,26.2202423,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GSTO,117863,8.3872203,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
LOPENO,111365,17.4354552,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GOBCO,119621,5.5537174,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
LOBCO,120086,4.6459757,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
TFWS,54309,69.1685966,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
EWS,121735,1.9189866,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Civil Engineering "
GOPENH,40026,78.106229,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GSCH,74661,54.1664697,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GSTH,96087,35.3945703,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GVJH,51770,70.9263207,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GNT1H,50505,71.4470469,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GNT2H,60503,64.886326,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GNT3H,40257,78.0555027,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GOBCH,41846,77.0311313,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LOPENH,38729,78.6657067,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LSCH,71785,56.7650587,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LSTH,89324,42.0206383,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LVJH,51452,71.1253958,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LNT2H,42073,76.9900203,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LOBCH,40097,78.106229,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
PWDOPENH,39723,78.2814198,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GOPENO,34755,81.0304563,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GSCO,50575,71.4470469,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GSTO,81158,48.9390238,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GVJO,51630,70.9370842,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GNT1O,51041,71.197687,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GNT2O,42893,76.4889836,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GNT3O,67236,60.0860804,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GOBCO,37817,79.4751328,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LOPENO,28647,84.3826019,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LSCO,30348,83.4797216,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LSTO,29244,84.1506751,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
LOBCO,35682,80.5501725,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
DEFOPENS,75790,53.8866742,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
TFWS,24692,86.8132394,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
DEFRSCS,87491,43.0138429,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
DEFROBCS,86787,43.3167495,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
EWS,43647,75.67388,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Computer Engineering "
GOPENH,49433,72.5765063,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GSCH,69477,58.8006082,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GNT1H,71647,56.8099848,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GNT2H,78015,51.2600953,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GOBCH,51924,70.9263207,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
LOPENH,47063,74.0962113,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
LOBCH,55481,68.3772406,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GOPENO,31791,82.6809987,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GSCO,55290,68.5714285,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GOBCO,38446,79.1079584,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
LOPENO,39974,78.1473584,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
DEFOPENS,50475,71.4470469,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
TFWS,32984,82.1909278,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
EWS,56146,67.9791157,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik Artificial Intelligence (AI) and Data Science "
GOPENH,84125,46.1727561,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GSTH,120860,3.3501235,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GVJH,115274,12.2020044,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GNT1H,98761,32.2621925,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GNT2H,105990,23.9542468,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GNT3H,86492,44.6471616,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GOBCH,86697,43.3167495,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
LOPENH,71207,57.0638559,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
LOBCH,84482,45.9187639,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GOPENO,97030,34.1210946,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GOBCO,101771,28.9481366,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
LOPENO,74031,54.5241174,F,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
TFWS,51022,71.197687,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
EWS,75587,53.926243,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Electrical Engineering "
GOPENH,82493,48.1419882,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
GSCH,120148,4.5783474,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
GNT3H,99120,32.1061359,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
GOBCH,92790,38.6417086,M,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering",,,"Guru Gobind Singh College of Engineering & Research Centre, Nashik. Mechanical Engineering "
